read group,code,format,segment,reason,failed read count,total read count
Z1112,8,no trimming,insert,rsq file,19928,45273
Z1113,8,no trimming,insert,rsq file,4343,8796
Z1114,8,no trimming,insert,rsq file,923,3548
Z1115,8,no trimming,insert,rsq file,2758,7161
Z1116,8,no trimming,insert,rsq file,4028,13010
Z1117,8,no trimming,insert,rsq file,19621,33160
Z1118,8,no trimming,insert,rsq file,304769,308094
Z1119,8,no trimming,insert,rsq file,104470,106370
Z1120,8,no trimming,insert,rsq file,11943,42343
Z1121,8,no trimming,insert,rsq file,12197,35236
Z1122,8,no trimming,insert,rsq file,4830,6512
Z1123,8,no trimming,insert,rsq file,41373,53290
Z1124,8,no trimming,insert,rsq file,267882,278402
Z1125,8,no trimming,insert,rsq file,8435,10159
Z1126,8,no trimming,insert,rsq file,14539,18239
Z1127,8,no trimming,insert,rsq file,21152,23727
Z1128,8,no trimming,insert,rsq file,8499,22734
Z1129,8,no trimming,insert,rsq file,11701,17038
Z1130,8,no trimming,insert,rsq file,8025,14580
Z1131,8,no trimming,insert,rsq file,66063,74008
Z1132,8,no trimming,insert,rsq file,36174,45560
Z1133,8,no trimming,insert,rsq file,622,1164
Z1134,8,no trimming,insert,rsq file,46523,72613
Z1135,8,no trimming,insert,rsq file,14716,16439
Z1136,8,no trimming,insert,rsq file,1083,2980
Z1137,8,no trimming,insert,rsq file,2463,6376
Z1138,8,no trimming,insert,rsq file,5793,16231
Z1139,8,no trimming,insert,rsq file,17679,22134
Z1140,8,no trimming,insert,rsq file,2036,9908
Z1141,8,no trimming,insert,rsq file,49017,50670
Z1142,8,no trimming,insert,rsq file,5883,26933
Z1143,8,no trimming,insert,rsq file,48275,55226
Z1144,8,no trimming,insert,rsq file,96448,148415
Z1145,8,no trimming,insert,rsq file,40592,46927
Z1146,8,no trimming,insert,rsq file,39999,46701
Z1147,8,no trimming,insert,rsq file,3554,11408
Z1148,8,no trimming,insert,rsq file,1315,5195
Z1149,8,no trimming,insert,rsq file,105270,112787
Z1150,8,no trimming,insert,rsq file,70201,111089
Z1151,8,no trimming,insert,rsq file,84913,89841
Z1152,8,no trimming,insert,rsq file,2390,2766
Z1153,8,no trimming,insert,rsq file,1750,4528
Z1154,8,no trimming,insert,rsq file,2738,10243
Z1155,8,no trimming,insert,rsq file,8297,30134
Z1156,8,no trimming,insert,rsq file,4161,15547
Z1157,8,no trimming,insert,rsq file,2198,3218
Z1158,8,no trimming,insert,rsq file,40953,88040
Z1159,8,no trimming,insert,rsq file,5781,14711
Z1160,8,no trimming,insert,rsq file,5646,22573
Z1161,8,no trimming,insert,rsq file,1663,4755
Z1162,8,no trimming,insert,rsq file,27443,33083
Z1163,8,no trimming,insert,rsq file,6880,14961
Z1164,8,no trimming,insert,rsq file,1603,2968
Z1165,8,no trimming,insert,rsq file,9941,19848
Z1166,8,no trimming,insert,rsq file,5572,13182
Z1167,8,no trimming,insert,rsq file,58354,61878
Z1168,8,no trimming,insert,rsq file,730,2348
Z1169,8,no trimming,insert,rsq file,225519,361296
Z1170,8,no trimming,insert,rsq file,624431,627813
Z1171,8,no trimming,insert,rsq file,993,4125
Z1172,8,no trimming,insert,rsq file,5704,7928
Z1173,8,no trimming,insert,rsq file,104168,123234
Z1174,8,no trimming,insert,rsq file,43380,65571
Z1175,8,no trimming,insert,rsq file,31031,32942
Z1176,8,no trimming,insert,rsq file,10133,11257
Z1177,8,no trimming,insert,rsq file,13898,24051
Z1178,8,no trimming,insert,rsq file,2799,7185
Z1179,8,no trimming,insert,rsq file,3856,11143
Z1180,8,no trimming,insert,rsq file,13443,14688
Z1181,8,no trimming,insert,rsq file,4124,10167
Z1182,8,no trimming,insert,rsq file,10684,27327
Z1183,8,no trimming,insert,rsq file,3058,5534
Z1184,8,no trimming,insert,rsq file,11285,12671
Z1185,8,no trimming,insert,rsq file,1618,3953
Z1186,8,no trimming,insert,rsq file,11114,13253
Z1187,8,no trimming,insert,rsq file,20099,33756
Z1188,8,no trimming,insert,rsq file,1128,3352
Z1189,8,no trimming,insert,rsq file,11690,15540
Z1190,8,no trimming,insert,rsq file,3664,4384
Z1191,8,no trimming,insert,rsq file,1284,5751
Z1192,8,no trimming,insert,rsq file,3408,8391
Z1193,8,no trimming,insert,rsq file,1449,3105
Z1194,8,no trimming,insert,rsq file,37883,41046
Z1195,8,no trimming,insert,rsq file,227460,233954
Z1196,8,no trimming,insert,rsq file,10317,29284
Z1197,8,no trimming,insert,rsq file,50890,59470
Z1198,8,no trimming,insert,rsq file,2634,11974
Z1199,8,no trimming,insert,rsq file,15043,25049
Z1200,8,no trimming,insert,rsq file,2191,13160
Z1201,8,no trimming,insert,rsq file,4297,5919
Z1202,8,no trimming,insert,rsq file,4608738,4952261
Z1203,8,no trimming,insert,rsq file,1010,3046
Z1204,8,no trimming,insert,rsq file,11778,20663
Z1205,8,no trimming,insert,rsq file,289565,297904
Z1206,8,no trimming,insert,rsq file,65437,82781
Z1207,8,no trimming,insert,rsq file,32154,37141
Z1208,8,no trimming,insert,rsq file,22546,24601
Z1209,8,no trimming,insert,rsq file,18791,32428
Z1210,8,no trimming,insert,rsq file,244758,254875
Z1211,8,no trimming,insert,rsq file,3474,11426
Z1212,8,no trimming,insert,rsq file,63187,70881
Z1213,8,no trimming,insert,rsq file,4019,21998
Z1214,8,no trimming,insert,rsq file,74327,76070
Z1215,8,no trimming,insert,rsq file,8594,27791
Z1216,8,no trimming,insert,rsq file,5392,12702
Z1217,8,no trimming,insert,rsq file,3947,13627
Z1218,8,no trimming,insert,rsq file,134031,145420
Z1219,8,no trimming,insert,rsq file,1907,6046
Z1220,8,no trimming,insert,rsq file,19852457,20168619
Z1221,8,no trimming,insert,rsq file,4541,14931
Z1222,8,no trimming,insert,rsq file,581897,589382
Z1223,8,no trimming,insert,rsq file,8485,29006
Z1224,8,no trimming,insert,rsq file,3899,5153
Z1225,8,no trimming,insert,rsq file,6370,9146
Z1226,8,no trimming,insert,rsq file,3438,8078
Z1227,8,no trimming,insert,rsq file,1717,5387
Z1228,8,no trimming,insert,rsq file,143593,163307
Z1229,8,no trimming,insert,rsq file,483509,692083
Z1230,8,no trimming,insert,rsq file,536,1878
Z1231,8,no trimming,insert,rsq file,6965,8636
Z1232,8,no trimming,insert,rsq file,322514,324113
Z1233,8,no trimming,insert,rsq file,25192,28560
Z1234,8,no trimming,insert,rsq file,44399,59574
Z1235,8,no trimming,insert,rsq file,8715,9795
Z1236,8,no trimming,insert,rsq file,9013,18055
Z1237,8,no trimming,insert,rsq file,12662,31319
Z1238,8,no trimming,insert,rsq file,2714,13799
Z1239,8,no trimming,insert,rsq file,3265,8298
Z1240,8,no trimming,insert,rsq file,207346,323236
Z1241,8,no trimming,insert,rsq file,2682,9303
Z1242,8,no trimming,insert,rsq file,3695,10739
Z1243,8,no trimming,insert,rsq file,3924,13385
Z1244,8,no trimming,insert,rsq file,1683,9254
Z1245,8,no trimming,insert,rsq file,3489,7470
Z1246,8,no trimming,insert,rsq file,8079704,8165768
Z1247,8,no trimming,insert,rsq file,4544,6987
Z1248,8,no trimming,insert,rsq file,3131,4030
Z1249,8,no trimming,insert,rsq file,8729,15101
Z1250,8,no trimming,insert,rsq file,4920,7774
Z1251,8,no trimming,insert,rsq file,44452,52129
Z1252,8,no trimming,insert,rsq file,3843983,3955351
Z1253,8,no trimming,insert,rsq file,12321,22056
Z1254,8,no trimming,insert,rsq file,7203,28942
Z1255,8,no trimming,insert,rsq file,563,1050
Z1256,8,no trimming,insert,rsq file,6534,11951
Z1257,8,no trimming,insert,rsq file,106916,124676
Z1258,8,no trimming,insert,rsq file,6736,16601
Z1259,8,no trimming,insert,rsq file,25569,45519
Z1260,8,no trimming,insert,rsq file,17774,20352
Z1261,8,no trimming,insert,rsq file,3930,5332
Z1262,8,no trimming,insert,rsq file,1795,4090
Z1263,8,no trimming,insert,rsq file,3986,5945
Z1264,8,no trimming,insert,rsq file,41484,44935
Z1265,8,no trimming,insert,rsq file,12346,34317
Z1266,8,no trimming,insert,rsq file,10799,30787
Z1267,8,no trimming,insert,rsq file,371,1597
Z1268,8,no trimming,insert,rsq file,8221,60192
Z1269,8,no trimming,insert,rsq file,7353,20988
Z1270,8,no trimming,insert,rsq file,5412,16015
Z1271,8,no trimming,insert,rsq file,2165,5928
Z1272,8,no trimming,insert,rsq file,4466,17326
Z1273,8,no trimming,insert,rsq file,12577,38235
Z1274,8,no trimming,insert,rsq file,18353,29694
Z1275,8,no trimming,insert,rsq file,6616,18148
Z1276,8,no trimming,insert,rsq file,3189,10206
Z1277,8,no trimming,insert,rsq file,1109,2668
Z1278,8,no trimming,insert,rsq file,93931,600720
Z1279,8,no trimming,insert,rsq file,671021,674207
Z1280,8,no trimming,insert,rsq file,2009,7075
Z1281,8,no trimming,insert,rsq file,714621,727371
Z1282,8,no trimming,insert,rsq file,9433,22504
Z1283,8,no trimming,insert,rsq file,1101,3229
Z1284,8,no trimming,insert,rsq file,8135,19221
Z1285,8,no trimming,insert,rsq file,3652,5842
Z1286,8,no trimming,insert,rsq file,2069,9781
Z1287,8,no trimming,insert,rsq file,407403,416765
Z1288,8,no trimming,insert,rsq file,119525,263651
Z1289,8,no trimming,insert,rsq file,5387,6635
Z1290,8,no trimming,insert,rsq file,2422,3304
Z1291,8,no trimming,insert,rsq file,14089,30853
Z1292,8,no trimming,insert,rsq file,2687,9350
Z1293,8,no trimming,insert,rsq file,31289,42400
Z1294,8,no trimming,insert,rsq file,140807,149145
Z1295,8,no trimming,insert,rsq file,18316,19306
Z1296,8,no trimming,insert,rsq file,17850,22513
Z1297,8,no trimming,insert,rsq file,43680,65199
Z1298,8,no trimming,insert,rsq file,1562,8565
Z1299,8,no trimming,insert,rsq file,3172,16068
Z1300,8,no trimming,insert,rsq file,19174,23623
Z1301,8,no trimming,insert,rsq file,206620,213587
Z1302,8,no trimming,insert,rsq file,1439,2746
Z1303,8,no trimming,insert,rsq file,8290,9854
Z1304,8,no trimming,insert,rsq file,629,2427
Z1305,8,no trimming,insert,rsq file,1180,1803
Z1306,8,no trimming,insert,rsq file,6433,15026
Z1307,8,no trimming,insert,rsq file,2798,4436
Z1308,8,no trimming,insert,rsq file,49976,81142
Z1309,8,no trimming,insert,rsq file,3984,9510
Z1310,8,no trimming,insert,rsq file,1925,9308
Z1311,8,no trimming,insert,rsq file,4367,7220
Z1312,8,no trimming,insert,rsq file,9421,19773
Z1313,8,no trimming,insert,rsq file,316556,321100
Z1314,8,no trimming,insert,rsq file,465,1835
Z1315,8,no trimming,insert,rsq file,16745,25180
Z1316,8,no trimming,insert,rsq file,2448,8250
Z1317,8,no trimming,insert,rsq file,722,2857
Z1318,8,no trimming,insert,rsq file,11808,16379
Z1319,8,no trimming,insert,rsq file,3107,7176
Z1320,8,no trimming,insert,rsq file,3896,12541
Z1321,8,no trimming,insert,rsq file,16927,19508
Z1322,8,no trimming,insert,rsq file,1439045,1458507
Z1323,8,no trimming,insert,rsq file,6982,8295
Z1324,8,no trimming,insert,rsq file,11408,22201
Z1325,8,no trimming,insert,rsq file,850627,887488
Z1326,8,no trimming,insert,rsq file,227262,243209
Z1327,8,no trimming,insert,rsq file,403712,405999
Z1328,8,no trimming,insert,rsq file,9201,11059
Z1329,8,no trimming,insert,rsq file,29358,34727
Z1330,8,no trimming,insert,rsq file,4099,12037
Z1331,8,no trimming,insert,rsq file,2293,7879
Z1332,8,no trimming,insert,rsq file,560541,569255
Z1333,8,no trimming,insert,rsq file,4266,12278
Z1334,8,no trimming,insert,rsq file,2253,9487
Z1335,8,no trimming,insert,rsq file,225189,232460
Z1336,8,no trimming,insert,rsq file,16938,22203
Z1337,8,no trimming,insert,rsq file,1595,8604
Z1338,8,no trimming,insert,rsq file,80322,89533
Z1339,8,no trimming,insert,rsq file,21135,26905
Z1340,8,no trimming,insert,rsq file,6103,13407
Z1341,8,no trimming,insert,rsq file,1445,1920
Z1342,8,no trimming,insert,rsq file,6530,15910
Z1343,8,no trimming,insert,rsq file,4554,9607
Z1344,8,no trimming,insert,rsq file,18476,28237
Z1345,8,no trimming,insert,rsq file,1440336,1453686
Z1346,8,no trimming,insert,rsq file,734121,759343
Z1347,8,no trimming,insert,rsq file,10866,50689
Z1348,8,no trimming,insert,rsq file,3441,3999
Z1349,8,no trimming,insert,rsq file,913,3038
Z1350,8,no trimming,insert,rsq file,2133,6672
Z1351,8,no trimming,insert,rsq file,2922,6109
Z1352,8,no trimming,insert,rsq file,8895,17127
Z1353,8,no trimming,insert,rsq file,4697,7580
Z1354,8,no trimming,insert,rsq file,18138,31969
Z1355,8,no trimming,insert,rsq file,4744,10556
Z1356,8,no trimming,insert,rsq file,2738,9225
Z1357,8,no trimming,insert,rsq file,6746244,6764609
Z1358,8,no trimming,insert,rsq file,5634,7052
Z1359,8,no trimming,insert,rsq file,16730,19442
Z1360,8,no trimming,insert,rsq file,15287,19833
Z1361,8,no trimming,insert,rsq file,10255,18478
Z1362,8,no trimming,insert,rsq file,39846,42601
Z1363,8,no trimming,insert,rsq file,2967,5636
Z1364,8,no trimming,insert,rsq file,2965,7489
Z1365,8,no trimming,insert,rsq file,10272,38126
Z1366,8,no trimming,insert,rsq file,12628,18323
Z1367,8,no trimming,insert,rsq file,96551,147867
Z1368,8,no trimming,insert,rsq file,4059,4581
Z1369,8,no trimming,insert,rsq file,2958,12671
Z1370,8,no trimming,insert,rsq file,14025,15345
Z1371,8,no trimming,insert,rsq file,6244,14495
Z1372,8,no trimming,insert,rsq file,6803,21803
Z1373,8,no trimming,insert,rsq file,20469,22895
Z1374,8,no trimming,insert,rsq file,2158,3957
Z1375,8,no trimming,insert,rsq file,1790,9023
Z1376,8,no trimming,insert,rsq file,4037,6442
Z1377,8,no trimming,insert,rsq file,7389,8635
Z1378,8,no trimming,insert,rsq file,3326,7214
Z1379,8,no trimming,insert,rsq file,47738,60109
Z1380,8,no trimming,insert,rsq file,8259,10720
Z1381,8,no trimming,insert,rsq file,41253,46798
Z1382,8,no trimming,insert,rsq file,3053,17761
Z1383,8,no trimming,insert,rsq file,2254,4413
Z1384,8,no trimming,insert,rsq file,1505207,1567219
Z1385,8,no trimming,insert,rsq file,1994,8995
Z1386,8,no trimming,insert,rsq file,10616,17996
Z1387,8,no trimming,insert,rsq file,11464,30736
Z1388,8,no trimming,insert,rsq file,21251,21577
Z1389,8,no trimming,insert,rsq file,8928,20956
Z1390,8,no trimming,insert,rsq file,45600,46945
Z1391,8,no trimming,insert,rsq file,4671,12809
Z1392,8,no trimming,insert,rsq file,1571,6118
Z1393,8,no trimming,insert,rsq file,23673,27283
Z1394,8,no trimming,insert,rsq file,3089,14430
Z1395,8,no trimming,insert,rsq file,363071,372180
Z1396,8,no trimming,insert,rsq file,1827,5071
Z1397,8,no trimming,insert,rsq file,8264,25857
Z1398,8,no trimming,insert,rsq file,436,1640
Z1399,8,no trimming,insert,rsq file,40966,44416
Z1400,8,no trimming,insert,rsq file,44066,56146
Z1401,8,no trimming,insert,rsq file,12759,35060
Z1402,8,no trimming,insert,rsq file,12476,32312
Z1403,8,no trimming,insert,rsq file,163705,174901
Z1404,8,no trimming,insert,rsq file,680,1115
Z1405,8,no trimming,insert,rsq file,26530,28508
Z1406,8,no trimming,insert,rsq file,2276,3865
Z1407,8,no trimming,insert,rsq file,2270,7797
Z1408,8,no trimming,insert,rsq file,3215,12255
Z1409,8,no trimming,insert,rsq file,9032,19754
Z1410,8,no trimming,insert,rsq file,25386,29191
Z1411,8,no trimming,insert,rsq file,11594,17275
Z1412,8,no trimming,insert,rsq file,2515,8505
Z1413,8,no trimming,insert,rsq file,58060,72859
Z1414,8,no trimming,insert,rsq file,9245,34965
Z1415,8,no trimming,insert,rsq file,5540,9631
Z1416,8,no trimming,insert,rsq file,19159,29716
Z1417,8,no trimming,insert,rsq file,7024,35581
Z1418,8,no trimming,insert,rsq file,1784,9184
Z1419,8,no trimming,insert,rsq file,3496,6443
Z1420,8,no trimming,insert,rsq file,217720,290308
Z1421,8,no trimming,insert,rsq file,34911,48444
Z1422,8,no trimming,insert,rsq file,9051,17545
Z1423,8,no trimming,insert,rsq file,29540,33376
Z1424,8,no trimming,insert,rsq file,6111,9132
Z1425,8,no trimming,insert,rsq file,3299,5457
Z1426,8,no trimming,insert,rsq file,215179,233122
Z1427,8,no trimming,insert,rsq file,7518,18380
Z1428,8,no trimming,insert,rsq file,7674,15164
Z1429,8,no trimming,insert,rsq file,558,1854
Z1430,8,no trimming,insert,rsq file,8862,24504
Z1431,8,no trimming,insert,rsq file,4324,5411
Z1432,8,no trimming,insert,rsq file,74065,88740
Z1433,8,no trimming,insert,rsq file,12013,20075
Z1434,8,no trimming,insert,rsq file,68014,113638
Z1435,8,no trimming,insert,rsq file,2490,8260
Z1436,8,no trimming,insert,rsq file,7755,14442
Z1437,8,no trimming,insert,rsq file,890126,1868278
Z1438,8,no trimming,insert,rsq file,10420,24531
Z1439,8,no trimming,insert,rsq file,68866,71745
Z1440,8,no trimming,insert,rsq file,45953,55162
Z1441,8,no trimming,insert,rsq file,242079,247820
Z1442,8,no trimming,insert,rsq file,5197,10624
Z1443,8,no trimming,insert,rsq file,260982,261798
Z1444,8,no trimming,insert,rsq file,1892,8965
Z1445,8,no trimming,insert,rsq file,14905,24313
Z1446,8,no trimming,insert,rsq file,30185,35411
Z1447,8,no trimming,insert,rsq file,5229,8046
Z1448,8,no trimming,insert,rsq file,298096,299981
Z1449,8,no trimming,insert,rsq file,1694,4648
Z1450,8,no trimming,insert,rsq file,111429,122832
Z1451,8,no trimming,insert,rsq file,14100,15383
Z1452,8,no trimming,insert,rsq file,236115,237207
Z1453,8,no trimming,insert,rsq file,46024,53255
Z1454,8,no trimming,insert,rsq file,1636435,1650109
Z1455,8,no trimming,insert,rsq file,1642,3018
Z1456,8,no trimming,insert,rsq file,11881,17494
Z1457,8,no trimming,insert,rsq file,354784,421502
Z1458,8,no trimming,insert,rsq file,13190,15353
Z1459,8,no trimming,insert,rsq file,3300,14991
Z1460,8,no trimming,insert,rsq file,2528,8064
Z1461,8,no trimming,insert,rsq file,3718,10213
Z1462,8,no trimming,insert,rsq file,184948,209818
Z1463,8,no trimming,insert,rsq file,9396,15671
Z1464,8,no trimming,insert,rsq file,2535,6303
Z1465,8,no trimming,insert,rsq file,2660,9128
Z1466,8,no trimming,insert,rsq file,12608,17442
Z1467,8,no trimming,insert,rsq file,9235,18509
Z1468,8,no trimming,insert,rsq file,12849,19371
Z1469,8,no trimming,insert,rsq file,3729,5177
Z1470,8,no trimming,insert,rsq file,23285,26261
Z1471,8,no trimming,insert,rsq file,59057,69239
Z1472,8,no trimming,insert,rsq file,6435,12206
Z1473,8,no trimming,insert,rsq file,558,2466
Z1474,8,no trimming,insert,rsq file,15744,24274
Z1475,8,no trimming,insert,rsq file,2481,4155
Z1476,8,no trimming,insert,rsq file,1380,8878
Z1477,8,no trimming,insert,rsq file,2610,10399
Z1478,8,no trimming,insert,rsq file,1830,7255
Z1479,8,no trimming,insert,rsq file,18165,24646
Z1480,8,no trimming,insert,rsq file,23939,34866
Z1481,8,no trimming,insert,rsq file,33853,37794
Z1482,8,no trimming,insert,rsq file,35819,44984
Z1483,8,no trimming,insert,rsq file,24683,34644
Z1484,8,no trimming,insert,rsq file,2156,10874
Z1485,8,no trimming,insert,rsq file,8683,18603
Z1486,8,no trimming,insert,rsq file,1663,9223
Z1487,8,no trimming,insert,rsq file,149041,160527
Z1488,8,no trimming,insert,rsq file,2619,6844
Z1489,8,no trimming,insert,rsq file,1287,2549
Z1490,8,no trimming,insert,rsq file,17599,26066
Z1491,8,no trimming,insert,rsq file,2704,4833
Z1492,8,no trimming,insert,rsq file,4532,14665
Z1493,8,no trimming,insert,rsq file,619019,631926
Z1494,8,no trimming,insert,rsq file,61916,63937
Z1495,8,no trimming,insert,rsq file,8449,10291
Z1496,8,no trimming,insert,rsq file,4548,8663
Z1497,8,no trimming,insert,rsq file,432582,436761
Z1498,8,no trimming,insert,rsq file,5808,13353
Z1499,8,no trimming,insert,rsq file,80753,86059
Z1500,8,no trimming,insert,rsq file,22166,24084
Z1501,8,no trimming,insert,rsq file,4095,15428
Z1502,8,no trimming,insert,rsq file,406,1251
Z1503,8,no trimming,insert,rsq file,834295,836685
Z1504,8,no trimming,insert,rsq file,9671,12777
Z1505,8,no trimming,insert,rsq file,2441,14551
Z1506,8,no trimming,insert,rsq file,119322,128045
Z1507,8,no trimming,insert,rsq file,622,2937
Z1508,8,no trimming,insert,rsq file,1528,3904
Z1509,8,no trimming,insert,rsq file,428,1857
Z1510,8,no trimming,insert,rsq file,4636,9011
Z1511,8,no trimming,insert,rsq file,853,3090
Z1512,8,no trimming,insert,rsq file,6279,12366
Z1513,8,no trimming,insert,rsq file,33283,38439
Z1514,8,no trimming,insert,rsq file,2915,7270
Z1515,8,no trimming,insert,rsq file,3276,6077
Z1516,8,no trimming,insert,rsq file,18052,83898
Z1517,8,no trimming,insert,rsq file,37201,43110
Z1518,8,no trimming,insert,rsq file,9458,21251
Z1519,8,no trimming,insert,rsq file,47720,52454
Z1520,8,no trimming,insert,rsq file,130888,144265
Z1521,8,no trimming,insert,rsq file,16029,21871
Z1522,8,no trimming,insert,rsq file,3371,5724
Z1523,8,no trimming,insert,rsq file,20861,29613
Z1524,8,no trimming,insert,rsq file,5057,18410
Z1525,8,no trimming,insert,rsq file,5125,6633
Z1526,8,no trimming,insert,rsq file,4204,21898
Z1527,8,no trimming,insert,rsq file,6372,36531
Z1528,8,no trimming,insert,rsq file,53269,84894
Z1529,8,no trimming,insert,rsq file,15119,57963
Z1530,8,no trimming,insert,rsq file,68257,75015
Z1531,8,no trimming,insert,rsq file,6929,11513
Z1532,8,no trimming,insert,rsq file,2193,6759
Z1533,8,no trimming,insert,rsq file,48176,78735
Z1534,8,no trimming,insert,rsq file,19082,27903
Z1535,8,no trimming,insert,rsq file,66379,76701
Z1536,8,no trimming,insert,rsq file,1591,3878
none,101,trim preamble and single Ultima barcode,barcode,sequence was too short,5288667,11960700447
none,103,trim preamble and single Ultima barcode,barcode,no match,402299403,11960700447
none,107,trim preamble and single Ultima barcode,barcode,ambiguous match,136158178,11960700447
